Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41250000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41250000;2;01/11/2004;;1;1;"7,9125";"1,7208";"2,9196";30;15;1;1;1;;0;"2,0834";"2,4684";"2,4684";"2,2093";"1,96";"2,0834";"3,0141";"2,4684";"2,0834";"2,0834";"2,0834";"1,96";"1,8391";"1,8391";"1,7208";"1,8391";"2,0834";"4,6895";"5,0195";"6,5936";"4,0522";"3,7453";"3,8978";"2,4684";"2,3376";"2,2093";"2,0834";"2,0834";"4,2086";"7,9125";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/10/2004;;1;1;"4,8536";"2,0834";"2,5219";4;23;1;1;1;;0;"2,2093";"2,2093";"2,2093";"4,8536";"3,8978";"3,4465";"2,8743";"2,7367";"2,7367";"2,4684";"2,4684";"2,7367";"2,7367";"2,7367";"2,7367";"2,4684";"2,4684";"2,4684";"2,3376";"2,2093";"2,2093";"2,2093";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/09/2004;;1;1;"3,0141";"2,2093";"2,5734";1;29;1;1;1;;0;"3,0141";"2,8743";"2,8743";"2,8743";"2,8743";"2,7367";"2,8743";"2,7367";"2,7367";"2,7367";"2,7367";"2,7367";"2,7367";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,3376";"2,3376";"2,3376";"2,3376";"2,3376";"2,3376";"2,2093";"2,2093";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/08/2004;;1;1;"4,0522";"3,0141";"3,5318";1;30;1;1;1;;0;"4,0522";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,7453";"3,7453";"3,7453";"3,5949";"3,5949";"3,5949";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,3003";"3,1561";"3,1561";"3,1561";"3,1561";"3,1561";"3,0141";"3,0141";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/07/2004;;1;1;"8,9022";"4,2086";"4,7612";11;1;1;1;1;;0;"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"8,9022";"7,149";"5,3569";"4,8536";"4,6895";"4,5273";"4,367";"4,2086";"4,2086";"4,5273";"6,5936";"6,9622";"5,0195";"4,367";"4,367";"4,367";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/06/2004;;1;1;"6,0532";"4,2086";"4,893";2;30;1;1;1;;0;"5,7015";"6,0532";"5,5284";"5,5284";"5,5284";"5,3569";"5,1873";"5,1873";"5,0195";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,6895";"4,5273";"4,5273";"4,5273";"4,5273";"4,5273";"4,5273";"4,367";"4,367";"4,367";"4,2086";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/05/2004;;1;1;"6,4117";"5,1873";"5,6654";19;25;1;1;1;;0;"6,2316";"5,8765";"5,8765";"5,8765";"5,8765";"5,8765";"5,8765";"5,8765";"5,8765";"5,7015";"5,5284";"5,5284";"5,5284";"5,5284";"5,5284";"5,5284";"5,5284";"6,0532";"6,4117";"5,5284";"5,5284";"5,3569";"5,3569";"5,3569";"5,1873";"5,1873";"5,1873";"5,1873";"5,3569";"6,2316";"6,0532";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/04/2004;;1;1;"21,2322";"6,2316";"8,8071";12;22;1;1;1;;0;"8,5017";"8,5017";"7,5275";"7,149";"13,69";"17,3246";"11,6495";"10,564";"11,6495";"8,9022";"8,3037";"21,2322";"8,9022";"8,9022";"7,7192";"7,3375";"7,3375";"7,3375";"6,9622";"6,5936";"6,4117";"6,2316";"6,2316";"6,2316";"6,2316";"7,5275";"9,1047";"7,149";"6,5936";"6,4117";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/03/2004;;1;1;"28,3036";"7,9125";"11,6012";21;27;1;1;1;;0;"13,69";"11,6495";"12,0935";"28,008";"15,1098";"14,6314";"11,6495";"10,3512";"9,5143";"9,1047";"8,9022";"8,7012";"8,5017";"8,1073";"8,7012";"10,1398";"17,5768";"11,6495";"9,3088";"8,5017";"28,3036";"15,5932";"10,3512";"9,9298";"9,1047";"8,7012";"7,9125";"8,3037";"7,9125";"9,7213";"7,9125";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/02/2004;;1;1;"56,876";"6,5936";"20,5398";8;6;1;1;1;;0;"6,9622";"10,3512";"13,458";"9,1047";"7,149";"6,5936";"6,5936";"56,876";"19,1153";"18,856";"47,1021";"36,3394";"18,3407";"14,1581";"15,8369";"24,5425";"28,8978";"22,8674";"18,0849";"14,8699";"18,5978";"16,0817";"11,8708";"48,1577";"25,1095";"16,3279";"14,8699";"25,3946";"23,1439";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41250000;2;01/01/2004;;1;1;"103,4073";"4,2086";"23,3295";15;1;1;1;1;;0;"4,2086";"10,3512";"53,5505";"28,008";"14,8699";"9,9298";"7,9125";"6,7771";"37,6336";"40,6";"19,3759";"26,5456";"61,0298";"89,6265";"103,4073";"39,9343";"25,6807";"21,5019";"12,9978";"10,7783";"9,5143";"10,1398";"14,3941";"11,4296";"9,3088";"8,5017";"7,7192";"7,3375";"6,9622";"6,5936";"6,5936";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/12/2003;;1;1;"56,1313";"3,3003";"8,848";8;20;1;1;1;;0;"6,5936";"6,5936";"6,2316";"8,9022";"6,9622";"14,8699";"25,968";"56,1313";"19,9005";"9,7213";"7,149";"6,2316";"5,1873";"5,0195";"4,5273";"4,367";"3,8978";"3,8978";"4,367";"3,3003";"3,3003";"10,1398";"8,7012";"9,1047";"5,5284";"4,5273";"5,1873";"5,0195";"4,2086";"3,8978";"4,8536";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/11/2003;;1;1;"15,1098";"2,0834";"4,9832";8;1;1;1;1;;0;"2,0834";"5,7015";"10,564";"4,8536";"3,1561";"2,6014";"11,6495";"15,1098";"6,7771";"4,2086";"3,4465";"2,8743";"2,6014";"2,6014";"4,367";"3,1561";"2,7367";"5,3569";"6,9622";"7,9125";"7,149";"4,8536";"3,7453";"3,4465";"3,0141";"2,8743";"3,0141";"3,7453";"3,7453";"5,1873";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/10/2003;;1;1;"2,7367";"1,96";"2,3281";25;29;1;1;1;;0;"2,4684";"2,4684";"2,4684";"2,3376";"2,3376";"2,3376";"2,2093";"2,3376";"2,3376";"2,4684";"2,6014";"2,6014";"2,4684";"2,4684";"2,4684";"2,3376";"2,3376";"2,2093";"2,0834";"2,0834";"2,0834";"2,2093";"2,0834";"2,2093";"2,7367";"2,7367";"2,4684";"2,2093";"1,96";"1,96";"2,0834";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/09/2003;;1;1;"3,0141";"2,3376";"2,6846";1;28;1;1;1;;0;"3,0141";"3,0141";"3,0141";"2,8743";"2,8743";"2,8743";"2,6014";"2,6014";"2,6014";"2,6014";"2,6014";"2,6014";"2,6014";"2,7367";"2,8743";"2,7367";"2,8743";"2,8743";"2,8743";"2,8743";"2,6014";"2,6014";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,3376";"2,4684";"2,4684";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/08/2003;;1;1;"3,5949";"2,7367";"3,1961";1;25;1;1;1;;0;"3,5949";"3,5949";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,1561";"3,1561";"2,8743";"2,8743";"2,8743";"2,8743";"2,8743";"2,7367";"2,8743";"3,0141";"3,0141";"3,1561";"3,0141";"3,0141";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/07/2003;;1;1;"3,8978";"3,5949";"3,7559";1;20;1;1;1;;0;"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,7453";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,7453";"3,8978";"3,8978";"3,8978";"3,7453";"3,7453";"3,7453";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";"3,5949";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/06/2003;;1;1;"4,5273";"3,7453";"4,1218";1;25;1;1;1;;0;"4,5273";"4,5273";"4,5273";"4,5273";"4,5273";"4,367";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,0522";"4,0522";"4,0522";"4,0522";"4,0522";"4,0522";"3,8978";"4,0522";"3,8978";"3,8978";"3,8978";"3,7453";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/05/2003;;1;1;"8,5017";"4,367";"5,1653";6;28;1;1;1;;0;"5,0195";"4,8536";"4,8536";"5,0195";"5,0195";"8,5017";"7,7192";"6,5936";"5,8765";"5,3569";"5,1873";"5,1873";"5,1873";"5,0195";"5,1873";"4,8536";"5,0195";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,8536";"4,5273";"4,6895";"4,5273";"4,367";"4,5273";"4,5273";"4,5273";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/04/2003;;1;1;"7,5275";"5,0195";"6,0982";7;30;1;1;1;;0;"6,7771";"6,7771";"6,7771";"6,5936";"7,3375";"7,149";"7,5275";"7,3375";"6,9622";"6,5936";"6,7771";"6,5936";"6,2316";"6,0532";"5,8765";"5,8765";"5,8765";"5,8765";"5,5284";"5,5284";"5,5284";"5,5284";"5,3569";"5,3569";"5,3569";"5,1873";"5,1873";"5,1873";"5,1873";"5,0195";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/03/2003;;1;1;"21,2322";"6,5936";"9,4298";16;8;1;1;1;;0;"7,9125";"7,5275";"7,5275";"7,3375";"7,149";"6,9622";"6,9622";"6,5936";"6,9622";"6,9622";"6,9622";"6,9622";"9,7213";"11,4296";"11,6495";"21,2322";"19,3759";"13,9234";"10,3512";"10,7783";"9,3088";"9,7213";"10,7783";"10,564";"8,5017";"7,7192";"7,9125";"10,564";"8,1073";"7,5275";"7,3375";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/02/2003;;1;1;"52,0939";"8,1073";"12,6822";20;13;1;1;1;;0;"15,8369";"13,69";"12,5429";"11,6495";"11,4296";"10,7783";"10,3512";"10,3512";"9,5143";"8,7012";"8,9022";"8,3037";"8,1073";"8,1073";"8,1073";"13,69";"10,564";"16,3279";"19,9005";"52,0939";"18,3407";"11,8708";"10,3512";"9,1047";"8,7012";"8,3037";"10,7783";"8,7012";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
41250000;2;01/01/2003;;1;1;"293,7667";"10,7783";"52,7542";8;1;1;1;1;;0;"10,7783";"23,9798";"64,8893";"57,624";"58,7521";"50,6507";"69,2244";"293,7667";"101,1407";"40,2667";"22,8674";"34,4264";"19,1153";"30,7049";"49,221";"57,9992";"81,089";"158,7154";"48,5113";"29,1965";"39,2724";"89,6265";"46,4027";"22,8674";"18,856";"16,3279";"16,3279";"13,9234";"16,5752";"23,9798";"28,3036";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/12/2002;;1;1;"28,008";"2,4684";"13,3178";13;3;1;1;1;;0;"2,7367";"2,6014";"2,4684";"2,4684";"2,4684";"2,4684";"3,5949";"6,0532";"11,6495";"5,1873";"5,7015";"26,2563";"28,008";"26,836";"26,2563";"25,6807";"23,4214";"13,9234";"8,9022";"7,5275";"6,5936";"14,6314";"12,9978";"25,3946";"22,3179";"26,2563";"25,1095";"11,4296";"8,1073";"9,7213";"16,0817";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/11/2002;;1;1;"13,9234";"3,0141";"5,4412";18;16;1;1;1;;0;"5,5284";"5,0195";"8,5017";"4,8536";"3,7453";"12,5429";"10,994";"6,9622";"4,8536";"4,0522";"3,5949";"8,9022";"4,8536";"3,8978";"3,5949";"3,0141";"3,0141";"13,9234";"6,7771";"4,8536";"4,8536";"4,6895";"4,367";"3,8978";"4,367";"4,367";"3,7453";"3,3003";"3,1561";"3,0141";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/10/2002;;1;1;"4,5273";"1,7208";"2,2243";31;19;1;1;1;;0;"2,7367";"2,6014";"2,6014";"2,4684";"2,4684";"2,4684";"2,4684";"2,3376";"2,2093";"2,2093";"2,2093";"1,96";"1,96";"2,0834";"1,8391";"1,8391";"1,8391";"1,8391";"1,7208";"1,8391";"1,8391";"1,8391";"2,3376";"2,2093";"2,2093";"2,0834";"1,96";"2,0834";"2,0834";"2,0834";"4,5273";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/09/2002;;1;1;"6,5936";"2,2093";"3,0877";25;18;1;1;1;;0;"3,1561";"3,0141";"3,0141";"2,8743";"2,7367";"2,7367";"2,8743";"3,3003";"3,1561";"2,8743";"2,7367";"2,6014";"2,6014";"2,6014";"2,4684";"2,6014";"2,4684";"2,2093";"2,2093";"2,3376";"2,2093";"2,6014";"3,4465";"6,0532";"6,5936";"4,367";"3,5949";"3,3003";"3,1561";"2,7367";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/08/2002;;1;1;"3,0141";"2,4684";"2,6913";1;20;1;1;1;;0;"3,0141";"3,0141";"3,0141";"3,0141";"3,0141";"3,0141";"2,8743";"2,8743";"2,8743";"2,8743";"2,8743";"2,7367";"2,7367";"2,7367";"2,6014";"2,7367";"2,6014";"2,6014";"2,6014";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/07/2002;;1;1;"4,0522";"3,3003";"3,5492";17;23;1;1;1;;0;"3,7453";"3,5949";"3,5949";"3,5949";"3,5949";"3,4465";"3,4465";"3,4465";"3,4465";"3,4465";"3,8978";"3,7453";"3,8978";"3,8978";"3,7453";"3,7453";"4,0522";"3,8978";"3,7453";"3,4465";"3,4465";"3,4465";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";"3,3003";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/06/2002;;1;1;"4,367";"3,7453";"4,0123";1;21;1;1;1;;0;"4,367";"4,2086";"4,367";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,2086";"4,0522";"4,0522";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,7453";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,8978";"3,7453";"3,7453";"3,7453";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/05/2002;;1;1;"9,7213";"4,367";"5,0793";7;28;1;1;1;;0;"4,8536";"4,8536";"4,8536";"4,6895";"4,8536";"4,8536";"9,7213";"6,7771";"5,5284";"5,1873";"4,8536";"4,8536";"5,0195";"4,8536";"4,8536";"4,6895";"4,6895";"4,5273";"4,5273";"6,9622";"5,1873";"4,8536";"5,0195";"5,0195";"4,8536";"4,5273";"4,5273";"4,367";"4,367";"4,367";"4,367";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/04/2002;;1;1;"6,7771";"4,8536";"5,881";1;30;1;1;1;;0;"6,7771";"6,5936";"6,5936";"6,5936";"6,4117";"6,2316";"6,2316";"6,5936";"6,5936";"6,5936";"6,4117";"6,2316";"6,2316";"6,2316";"6,0532";"5,8765";"5,8765";"5,7015";"5,5284";"5,3569";"5,5284";"5,3569";"5,3569";"5,1873";"5,1873";"5,1873";"5,0195";"5,0195";"5,0195";"4,8536";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/03/2002;;1;1;"16,8238";"7,149";"8,9103";26;24;1;1;1;;0;"10,994";"10,3512";"9,9298";"9,5143";"9,3088";"9,1047";"9,1047";"8,5017";"8,1073";"8,1073";"7,9125";"7,5275";"7,7192";"7,5275";"7,3375";"7,3375";"8,1073";"8,1073";"7,9125";"7,3375";"8,5017";"7,7192";"7,3375";"7,149";"16,0817";"16,8238";"11,6495";"8,9022";"7,7192";"7,3375";"7,149";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/02/2002;;1;1;"49,9341";"9,3088";"20,0368";19;7;1;1;1;;0;"13,2272";"20,1645";"15,8369";"16,0817";"10,994";"9,7213";"9,3088";"24,2606";"39,2724";"48,5113";"33,7964";"18,0849";"13,2272";"11,4296";"10,994";"10,994";"15,1098";"31,3153";"49,9341";"21,7728";"19,9005";"15,8369";"16,8238";"23,1439";"21,5019";"15,5932";"12,5429";"11,6495";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
41250000;2;01/01/2002;;1;1;"87,4657";"8,1073";"23,0159";26;13;1;1;1;;0;"67,2424";"54,2837";"30,7049";"19,6376";"16,0817";"13,2272";"11,4296";"10,3512";"9,5143";"8,9022";"8,5017";"8,3037";"8,1073";"11,2111";"15,1098";"12,0935";"14,6314";"12,9978";"41,6052";"40,6";"15,3509";"11,6495";"10,1398";"9,3088";"12,0935";"87,4657";"86,6062";"24,2606";"16,0817";"13,458";"12,5429";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/12/2001;;1;1;"110,3063";"3,5949";"20,2499";31;13;1;1;1;;0;"40,2667";"43,64";"16,3279";"8,9022";"6,7771";"5,5284";"5,1873";"4,6895";"4,367";"4,5273";"3,8978";"3,7453";"3,5949";"3,5949";"5,0195";"5,0195";"12,5429";"73,6514";"32,548";"19,6376";"15,5932";"10,1398";"8,5017";"8,7012";"8,9022";"10,1398";"15,1098";"18,856";"46,4027";"71,6278";"110,3063";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/11/2001;;1;1;"34,4264";"3,4465";"11,5845";2;10;1;1;1;;0;"33,1703";"34,4264";"4,0522";"6,7771";"6,4117";"5,0195";"4,367";"3,8978";"3,5949";"3,4465";"3,4465";"3,4465";"7,149";"11,6495";"8,7012";"6,4117";"20,4297";"15,5932";"10,994";"24,8254";"24,8254";"10,564";"7,149";"30,4012";"17,5768";"7,5275";"6,0532";"4,8536";"11,8708";"8,9022";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/10/2001;;1;1;"7,3375";"2,0834";"2,9798";21;14;2;2;2;;0;"3,3003";"2,3376";"5,1873";"2,8743";"2,3376";"2,2093";"2,3376";"4,367";"3,5949";"2,7367";"2,4684";"2,3376";"2,2093";"2,0834";"2,0834";"2,2093";"3,4465";"2,0834";"2,2093";"4,8536";"7,3375";"3,4465";"3,4465";"3,0141";"3,1561";"2,4684";"2,3376";"2,2093";"2,2093";"2,4684";"3,0141";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
41250000;2;01/09/2001;;1;1;"6,7771";"1,7208";"2,2947";15;7;2;2;2;;0;"1,96";"1,96";"1,96";"1,8391";"1,8391";"1,8391";"1,7208";"1,8391";"1,7208";"1,7208";"1,7208";"1,7208";"1,7208";"2,2093";"6,7771";"5,7015";"2,8743";"2,3376";"2,2093";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,2093";"2,0834";"2,0834";"2,0834";"2,2093";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
41250000;2;01/08/2001;;1;1;"6,9622";"1,7208";"2,2071";24;20;2;2;2;;0;"1,96";"1,96";"1,96";"1,96";"1,96";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,8391";"1,7208";"1,8391";"1,7208";"2,4684";"6,9622";"4,6895";"3,3003";"2,2093";"2,0834";"1,96";"1,96";"1,96";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
41250000;2;01/07/2001;;1;1;"2,8743";"1,96";"2,0457";19;1;1;1;1;;0;"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"2,8743";"2,3376";"2,2093";"2,2093";"2,2093";"1,96";"1,96";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"1,96";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/06/2001;;1;1;"2,4684";"1,96";"2,1439";1;23;1;1;1;;0;"2,4684";"2,4684";"2,4684";"2,3376";"2,3376";"2,3376";"2,3376";"2,2093";"2,2093";"2,2093";"2,2093";"2,2093";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";"1,96";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/05/2001;;1;1;"4,367";"2,0834";"2,406";17;5;1;1;1;;0;"2,4684";"2,4684";"2,2093";"2,2093";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"2,0834";"4,367";"3,3003";"2,8743";"2,6014";"2,4684";"2,3376";"2,2093";"2,3376";"2,3376";"2,3376";"2,3376";"3,4465";"2,4684";"2,3376";"2,4684";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41250000;2;01/04/2001;;1;1;"4,8536";"2,4684";"2,6738";18;5;1;1;1;;0;"3,0141";"3,0141";"2,8743";"2,6014";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"4,2086";"4,8536";"2,8743";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";"2,4684";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41250000;2;01/03/2001;;1;1;"70,8236";"2,6014";"13,9431";11;3;2;2;2;;0;"2,7367";"2,7367";"2,6014";"2,6014";"7,5275";"12,3175";"10,3512";"17,0736";"24,8254";"36,9846";"70,8236";"50,292";"32,2384";"28,008";"23,1439";"19,9005";"16,3279";"12,7697";"9,3088";"6,4117";"5,3569";"4,8536";"4,5273";"4,2086";"4,0522";"3,7453";"3,5949";"3,4465";"3,3003";"3,1561";"3,0141";1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
